chunk_id,topic,title,content,source,source_url,document_type,chunk_id_char_count,content_char_count
Soil Organic Carbon _211,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"1267-1272. Lobb D, Kachanoski RG, Miller MH 1995 Tillage translocation and tillage erosion on shoulder slope landscape positions measured using 137Cs as a tracer. Can J Soil Sci 75: 211-218.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,190
Soil Organic Carbon _212,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"56 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management Lobb D, Lindstrom MJ 1999 Tillage translocation and tillage erosion. Poster Presentation at Manitoba Soil Science Society Meeting Winnipeg, Manitoba, February 1-2 1999. López-Bellido RJ, Fontán JM, López-Bellido FJ, López-Bellido L 2010 Carbon Sequestration by Tillage, Rotation, and Nitrogen Fertilization in a Mediterranean Vertisol. Agron J 102: 310-318. Lopez-Fando C, Pardo MT 2001 The impact of tillage systems and crop rotations on carbon sequestration in calcic luvisol of central Spain. I World Congress on Conservation Agriculture. Madrid, 1-5 October. Lovato J, Mielniczuk C, Bayer, Vezzani F 2004 Adições de carbono e nitrogênio e sua relação com os estoques no solo e com o rendimento do milho em sistemas de manejo. Revista Brasileira de Ciência do Solo 28: 175-187. Luo Z, Wang E, Sun OJ 2010 Can no-tillage stimulate carbon sequestration in",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,988
Soil Organic Carbon _213,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"manejo. Revista Brasileira de Ciência do Solo 28: 175-187. Luo Z, Wang E, Sun OJ 2010 Can no-tillage stimulate carbon sequestration in agricultural soils? A meta-analysis of paired experiments. Agriculture, Ecosystems and Environment 139: 224-231 Lyon DJ 1998 Long-term tillage comparisons for winter wheat-fallow in the US Central Great plains. Soil and Tillage Research 49: 1. Macdonald AJ, Powlson DS, Poulton PR, Jenkinson DS 1989 Unused fertiliser nitrogen in arable soils-its contribution to nitrate leaching. Journal of the Science of Food and Agriculture 46: 407-419. Machado PLOA., Silva CA 2001 Soil management under no tillage systems in the tropics with special reference to Brazil. Nutr. Cycl. Agroecosyst. 61: 119 - 130. MacKenzie AF, Fan MX, Cadrin F 1997 Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization. Can J Soil Sci 77: 145-152. Mackenzie AF, Fan MX, Cardin F 1998 Nitrous oxide emission in three years as",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,981
Soil Organic Carbon _214,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"145-152. Mackenzie AF, Fan MX, Cardin F 1998 Nitrous oxide emission in three years as affected by tillage, corn-soybeans-alfalfa rotations, and nitrogen fertilization. Journal of Environmental Quality 27: 698-703. Maclean JL, Dawe DC, Hardy B, Hettel GP 2002. Rice almanac (Third Edition). Philippines, IRRI, WARDA, CIAT and FAO. Magdoff F, Weil RR, 2004 Soil organic matter management strategies. In: Magdoff F, Weil RR eds. Soil Organic Matter in Sustainable Agriculture. CRC Press, New York: 45-65. Melero S, Lopez-Garrido R, Madejon E, Murillo JM, Vanderlinden K, Ordonez R, Moreno F 2009 Long-term effects of conservation tillage on organic fractions in two soils in southwest of Spain. Agriculture, Ecosystems and Environment 133: 68-74. Mielke LN., Doran JW , Richards KA 1986 Physical environment near the surface of plowed and no-tilled soils. Soil and Tillage Research 7: 355-366. Mitchell CC, Arriaga FJ, Entry JA, Novak JL, Goodman WR, Reeves DW ,",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,959
Soil Organic Carbon _215,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"plowed and no-tilled soils. Soil and Tillage Research 7: 355-366. Mitchell CC, Arriaga FJ, Entry JA, Novak JL, Goodman WR, Reeves DW , Runge MW , Traxler GJ 1996 The Old Rotation, 1896-1996 100 Years of Sustainable Cropping Research. Alabama Agricultural Experiment Station, Auburn, AL.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,286
Soil Organic Carbon _216,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"57 REFERENCES Vol. 16–2012 Moreno F, Murillo JM, Pelegrín F, Girón IF 2006. Long-term impact of conservation tillage on stratification ratio of soil organic carbon and loss of total and active CaCO3. Soil and Tillage Research 85: 86-93. Mosier A, Shimel D, Valentine D, Bronson K, Parton W 1991 Methane and nitrous oxide fluxes in native, fertilized and cultivated grasslands. Nature 350: 330-332. Nurbekov A 2008 Manual on Conservation Agriculture Practices in Uzbekistan. Ministry of Agriculture, FAO and ICARDA, Tashkent, Uzbekistan: 40. Nyakatawa EZ, Reddy KC, Sistani KR 2001 Tillage, cover cropping, and poultry litter effects on selected soil chemical properties. Soil Tillage Res. 58: 69-79. Nyborg M, Solberg ED, Malhi SS, Izaurralde RC 1995 Fertilizer N, crop residue, and tillage alter soil C and N content in a decade. In: Lal R, Kimble J, Levine E, Stewart BA eds. Soil Management and Greenhouse Effect. Lewis Publishers, CRC Press, Boca Raton, FL: 93-99.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,968
Soil Organic Carbon _217,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"BA eds. Soil Management and Greenhouse Effect. Lewis Publishers, CRC Press, Boca Raton, FL: 93-99. Oades JM 1984 Soil organic matter and structural stability: mechanisms and implications for management, Plant and Soil 76: 319-337. Palma RM, Rimolo M, Saubidet MI, Conti ME 1997 Influence of tillage system on denitrification in maize-cropped soils. Biol Fertil Soil 25: 142-146. Parmelee R.W ., Beare M.H., Cheng W ., Hendrix P .F., Rider S.J., Crossley D.A. Jr., Coleman D.C., Earthworms and enchytraeids in conventional and no-tillage agroecosystems: a biocide approach to assess their role in organic matter breakdown. Biol. Fert. Soils 10 (1990) 1–10. Paustian K, Collins HP , Paul EA 1997 Management controls on soil carbon. In: Paul EA, Paustian K, Elliot ET, Cole CV eds. Soil Organic Matter in Temperate Agroecosystems. CRC Press, Boca Raton: 15-49. Paustian K, Parton WJ, Persson J 1992 Modeling soil organic matter in organic-",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,936
Soil Organic Carbon _218,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"Agroecosystems. CRC Press, Boca Raton: 15-49. Paustian K, Parton WJ, Persson J 1992 Modeling soil organic matter in organic- amended and nitrogen-fertilized long-term plots. Soil Science Society of America Journal 56: 476-488. Pavan MA, Bingham FT, Pratt PF 1984 Redistribution of exchangeable calcium, magnesium, and aluminium following lime and gypsum applications to a Brazilian Oxisol. Soil Science Society of America Journal 48: 33-38. Phillips DL, White D, Johnson CB 1993 b Implications of climate change scenarios for soil erosion potential in the United States. Land Degradation and Rehabilitation 4: 61-72. Pieri C 1995 Long-term soil management experiments in Semi-arid francophone Africa. In: Lal R, Kimble J, Levine E, Stewart BA eds. Soil Management and Greenhouse Effect. Lewis Publishers, CRC Press, Boca Raton, FL: 93-99. Pisante M, Corsi S, Amir K, Friedrich T 2010 The challenge of agricultural",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,913
Soil Organic Carbon _219,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"Greenhouse Effect. Lewis Publishers, CRC Press, Boca Raton, FL: 93-99. Pisante M, Corsi S, Amir K, Friedrich T 2010 The challenge of agricultural sustainability for Asia and Europe. Transition Studies Review. Vol. 17, N. 4, 662-667. Post WH, Kwon KC 2000 Soil carbon sequestration and land use change: processes and potential. Global change Biology 6: 327-327. Potter KN, Jones OR, Torbert HA, Unger PW 1997 Crop rotation and tillage effects on organic carbon sequestration in the semiarid southern Great Plains. Soil Sci 162: 140-147.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,535
Soil Organic Carbon _220,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"58 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management Potter KN, Torbert HA, Jones OR, Matocha JE, Morrison JEJ, Unger PW 1998 Distribution and amount of soil organic C in long-term management systems in Texas, Soil Till. Res. 14: 39-52. Puget P , Chenu C, Balesdent J 1995 Total and young organic matter distributions in aggregates of silty cultivated soils. European Journal of Soil Science, 46: 449-459. Rasmussen PE Allmaras RR, Rohde CR, Roager NCJ 1980 Crop residue influences on soil carbon and nitrogen in a wheat-fallow system. Soil Science Society of America Journal 44: 596-600. Rasmussen PE, Rohde CR 1988 Long-term tillage and nitrogen fertilisation effects on organic nitrogen and carbon in a semi-arid soil. Soil Science Society of America Journal 52: 1114-1117. Reddy KR, Patrick WHJ 1976 Ammonium diffusion as a factor in nitrogen loss from",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,935
Soil Organic Carbon _221,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"Journal 52: 1114-1117. Reddy KR, Patrick WHJ 1976 Ammonium diffusion as a factor in nitrogen loss from flooded soils. Soil Science Society of America Journal 40: 528-533. Reicosky DC 1997 Tillage-induced CO2 emissions from soil. Nutrient Cycl Agroesyst 49, 273-285. Reicosky DC 1998 Effect of Tillage on the release of CO 2. Paper presented to the Symposium “Conservation Tillage: Can it assist in mitigating the Greenhouse Gas Problem?”, The University of Queensland. Reicosky DC, Lindstrom MJ 1993 Fall tillage methods: Effect on short-term carbon dioxide flux from soil. Agron J 85-6: 1237-1243. Reicosky DC, Lindstrom MJ 1995 Impact of fall tillage and short-term carbon dioxide flux. In: Lal R, Kimble J, Levine E, Stewart B eds. Soil Global Change. Lewis Publishers, Chelsea, MI: 177-187. Reicosky DC, Lindstrom MJ, Schumacher TE, Lobb D, Malo DD 2005 Tillage- induced CO2 loss across an eroded landscape. Soil and Tillage Research 81, 2: 183- 194.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,954
Soil Organic Carbon _222,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"induced CO2 loss across an eroded landscape. Soil and Tillage Research 81, 2: 183- 194. Rillig MC, Mummey DL 2006 (Tansley review) Mycorrhizas and soil structure. New Phytologist 171: 41-53. Ringius L 2002 Soil carbon sequestration and the CDM: opportunities and challenges for Africa. Clim. Change, 54: 471-495. Robertson GP , Paul EA, Harwood RR 2000 Greenhouse gases in intensive agriculture: contribution of individual gases to the radiate forcing of the atmosphere. Science 289: 1922-1925. Robinson, C.A., R.M. Cruse, and M. Ghaffarzadeh. 1996. Cropping system and nitrogen effects on Mollisol organic carbon. Soil Science Society of America Journal 60: 264-269. Rockström J, Kaumbutho P , Mwalley JM, Nzabi AW , Temesgen M, Mawenya L, Barron J, Mutua J, Damgaard-Larsen S 2009 Conservation farming strategies in East and Southern Africa: yields and rain water productivity from on-farm action research. Soil Tillage Res 103:23-32.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,936
Soil Organic Carbon _223,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"East and Southern Africa: yields and rain water productivity from on-farm action research. Soil Tillage Res 103:23-32. Ryan J 1997 Change in organic carbon in long-term rotation and tillage trials in northern Syria. In: Lal R, Kimble J, Follett RF, Stewart BA eds. Management of carbon sequestration in soil: 28.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,312
Soil Organic Carbon _224,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"59 REFERENCES Vol. 16–2012 Sahrawat KL, Keeney DR 1986 Nitrous oxide emission from soils. Adv Soil Sci 4: 103-148 Sainju UM, Singh BP , Whitehead WF 2002 Long-term effects of tillage, cover crops, and nitrogen fertilization on organic carbon and nitrogen concentrations in sandy loam soils in Georgia, USA. Soil Tillage Res. 63: 167-179. Salas W . 2010 Strategies for Mitigating Rice GHG Emissions: Modeling and Geospatial Monitoring. Technical Working Group on Agricultural Greenhouse Gases (T-AGG): Experts Meeting, April 22nd - 23rd 2010, Chicago. Schlesinger WH 2000 Carbon sequestration in soils: some cautions amidst optimism. Agriculture, Ecosystems and Environment 82: 121-127. Scopel E, Triomphe B, Ribeiro MFS, Séguy L, Denardin JE, Kochann RA 2004 Direct seeding mulch-based cropping systems (DMC) in Latin America. In Fischer T, Turner N, Angus J, Mclntyre L, Robertsen M, Borrell A, Llyod D eds. New Directions for a Diverse Planet: Proceedings for the 4th International",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,983
Soil Organic Carbon _225,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"eds. New Directions for a Diverse Planet: Proceedings for the 4th International Crop Science Congress, Brisbane, Australia, 26 September-1 October 2004. Séguy L 2009 À propos des SCV: pour une définition plus précise. Document interne Cirad. In: http://agroecologie.cirad.fr/librairie_virtuelle. Séguy L, Bouzinac S 2002 Gestão dos solos tropicais sob Plantio Direto, 121-134 in: Anais do 7° Encontro de Plantio Direto no Cerrado Clube Amigos da Terra do Oeste Baiano, Luiz Eduardo Magalhães, Bahia, Brazil. Séguy L, Bouzinac S, Husson O 2006 Direct-seeded Tropical Soil Systems with Permanent Soil Cover: Learning from Brazilian Experience In: Biological Approaches to Sustainable Soil Systems (Uphoff, N et al, Eds), 323-342 CRC Press, Taylor and Francis Group. Séguy L, Bouzinac S, Maeda E, Ide MA, Trentini A 1999 La maîtrise de Cyperus rotundus par le semis direct en culture cotonnière au Brésil. Agriculture et développement nº 21, mars 1999: 87-97 - F 34398 Montpellier cedex 5.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,986
Soil Organic Carbon _226,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"rotundus par le semis direct en culture cotonnière au Brésil. Agriculture et développement nº 21, mars 1999: 87-97 - F 34398 Montpellier cedex 5. Séguy L, Bouzinac S, Scopel E, Ribeiro F 2003 New concepts for sustainable management of cultivated soils through direct seeding mulch based cropping systems: the CIRAD experience, partnership and networks. II Congresso Mundial sobre Agricultura Conservacionista. Sequi P 1989 Chimica del suolo. P Sequi coordinatore. Patron Editore Bologna, Italy. Sexstone AJ, Revsbech NP , Parkin TB, Tiedje JM 1985 Direct measurement of oxygen profiles and denitrification rates in soil aggregates. Soil Science Society of America Journal 49: 645-651. Sidiras N, Pavan MA 1985 Influencia do sistema de manejo do solo no seu nıvel de fertilidade. Revista Brasileira de Ciência do Solo 9: 249-254. Silici L 2010 Conservation Agriculture and Sustainable Crop Intensification in Lesotho, Vol 61. Food and Agriculture Organization of the United Nations, Rome,",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,987
Soil Organic Carbon _227,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"Lesotho, Vol 61. Food and Agriculture Organization of the United Nations, Rome, Italy. Sisti CPJ, dos Santos HP , Kohhann R, Alves BJR, Urquiaga S, Boddey RM 2004 Change in carbon and nitrogen stocks in soil under 13 years of conventional or zero tillage in southern Brazil. Soil and Tillage Research 76: 39-58.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,311
Soil Organic Carbon _228,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"60 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management Six J, Conant RT, Paul EA, Paustian K 2002a Stabilization mechanisms of soil organic matter: implications for C-saturation of soils: a Review. Plant and Soil 241: 155-176. Six J, Elliot ET, Paustian K, Doran JW 1998 Aggregation and soil organic matter accumulation in cultivated and native grassland soils. Soil Science Society of America Journal 62: 1367-1377. Six J, Feller C, Denef K, Ogle S, Sa JCM, Albrecht A 2002b Soil organic matter, biota, and aggregation in temperate and tropical soils - Effect of no-tillage. Agronomie 22: 755-775. Six J, Ogle SM, Breidt FJ, Conant RT, Mosier AR, Paustian K 2004 The potential to mitigate global warming with no-tillage management is only realized when practised in the long term. Global Change Biol 10: 155-160. Smith P 2004 Carbon sequestration in croplands: the potential in Europe and the",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,970
Soil Organic Carbon _229,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"in the long term. Global Change Biol 10: 155-160. Smith P 2004 Carbon sequestration in croplands: the potential in Europe and the global context. European Journal of Agronomy 20: 229-236. Smith P , Martino D, Cai Z, Gwary D, Janzen H, Kumar P , McCarl B, Ogle S, O’Mara F, Rice C, Scholes B, Sirotenko O 2007 Agriculture. In Climate Change 2007: Mitigation. Contribution of Working Group III to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change [B. Metz, O.R. Davidson, P .R. Bosch, R. Dave, L.A. Meyer (eds)], Cambridge University Press, Cambridge, United Kingdom and New York, NY, USA. Smith P , Powlson DS, Glendenning MJ, Smith JU 1997 Potential for carbon sequestration in European soils: preliminary estimates for five scenarios using results from long-term experiments. Global Change Biology 3: 67-79. Smith P , Powlson DS, Glendenning MJ, Smith JU 1998 Preliminary estimates of the",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,917
Soil Organic Carbon _230,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"results from long-term experiments. Global Change Biology 3: 67-79. Smith P , Powlson DS, Glendenning MJ, Smith JU 1998 Preliminary estimates of the potential for carbon mitigation in European soils through no-till farming. Global Change Biology 4: 679-685. Smith P , Powlson DS, Smith JU, Glendining MJ 1996 The GCTE SOMNET. A global network and database of soil organic matter models and long-term datasets. Soil Use and Management, 12, 104. Solberg ED, Nyborg M, Izaurralde RC, Malhi SS, Janzen HH, Molina-Ayala M 1997 Carbon storage in soils under continuous cereal grain cropping: N fertilizer and straw. In: Lal R eds. Management of carbon sequestration in soil. CRC Press, Boca Raton, FL. Stagnari F, Ramazzotti S, Pisante M 2009 Conservation Agriculture: A Different Approach for Crop Production Through Sustainable Soil and Water Management: A Review. Agronomy for Sustainable Development E. Lichtfouse (ed.), Organic",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,926
Soil Organic Carbon _231,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"A Review. Agronomy for Sustainable Development E. Lichtfouse (ed.), Organic Farming, Pest Control and Remediation of Soil Pollutants, Sustainable Agriculture Reviews 1, DOI 10.1007/978-1-4020-9654-9, Springer Science+Business Media B.V ., 55-83. Stahl PD, Parkin TB, Christensen M 1999 Fungal presence in paired cultivated and uncultivated soils in central Iowa, USA. Biol Fertil Soils 29: 92-97. Stevenson FJ 1986 Cycles of Soil. John Wiley and Sons Inc NY. Stewart BA, Robinson CA 1997 Are Agroecosystems Sustainable in Semiarid Regions? Advances in Agronomy 60: 191-228.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,573
Soil Organic Carbon _232,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"61 REFERENCES Vol. 16–2012 Stockfisch N, Forstreuter T, Ehlers W 1999 Ploughing effects on soil organic matter after twenty years of conservation tillage in Lower Saxony, Germany. Soil and Tillage Research 52: 91-101. Stoop W , Adam A, Kassam A, 2009 Comparing rice production systems: A challenge for agronomic research and for the dissemination of knowledge-intensive farming practices. Agricultural Water Management 96 1491-1501. Studdert GA, Echeverría HE 2000 Crop rotations and nitrogen fertilization to manage soil organic carbon dynamics. Soil Science Society of America Journal 64: 1496-1503. TAC 1994 Review of CGIAR Priorities and Strategies. TAC Secretariat, FAO, Rome, Italy. Tebrügge F 2000 No-tillage visions - protection of soil, water and climate. Institute for Agricultural Engineering, Justus-Liebig University, Giessen, Germany. Tebrügge F, During RA 1999 Reducing tillage intensity - a review of results from a",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,931
Soil Organic Carbon _233,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"Tebrügge F, During RA 1999 Reducing tillage intensity - a review of results from a long-term study in Germany. Soil and tillage research 53: 15-28. Thierfelder, Wall 2009 Effects of conservation agriculture techniques on infiltration and soil water content in Zambia and Zimbabwe. Soil and Tillage Research, 105, 2: 217-227. Thiombiano L, Meshack M 2009 Scaling-up Conservation Agriculture in Africa: Strategy and Approaches, Vol31. Food and Agriculture Organization of the United Nations, Sub Regional Office for Eastern Africa, Addis Ababa, Ethiopia. Tiessen H, Cuevas E 1994 The role of organic matter in sustaining soil fertility. Nature, 371: 783 - 785. Tran Quoc H, Boyer J, Inthavong C, Senephansiri S, Keodouangsy L, Chounlamountry T, Khamxaykhay C, Panyasiri K, Tivet F, Séguy L 2008 Changes in soil aggregation, soil water-holding capacity and soil biological activity under no-till systems and cropping sequences in the Lao PDR. Regional workshop on conservation agriculture",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,985
Soil Organic Carbon _234,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"cropping sequences in the Lao PDR. Regional workshop on conservation agriculture - Investing in Sustainable Agriculture: The Case of Conservation Agriculture and Direct Seeding Mulch-Based Cropping Systems, 28 October - 1 November 2008, Phonsavan, Xieng Khouang, Lao PDR. Tran Quoc H, Tivet F, Senephansiri S, Keodouangsy L, Chounlamountry T, Khamxaykhay C, Séguy L 2008 Maize yield and profit increase under a no-tillage system and crop rotation with legumes in southern Sayaboury province, LAO PDR. Regional workshop on conservation agriculture - Investing in Sustainable Agriculture: The Case of Conservation Agriculture and Direct Seeding Mulch- Based Cropping Systems, 28 October - 1 November 2008, Phonsavan, Xieng Khouang, Lao PDR. Tullberg J 2008 Conservation Agriculture, emissions and resilience: opportunities and dangers. Conservation Agriculture Carbon Offset Consultation, 2008 October 28-30, West Lafayette, Indiana, USA.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,936
Soil Organic Carbon _235,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"and dangers. Conservation Agriculture Carbon Offset Consultation, 2008 October 28-30, West Lafayette, Indiana, USA. Uphoff N, Kassam A 2009 STOA Project “Agricultural Technologies for Developing Countries” - Case study System of Rice Intensification Institute of Technology Assessment and Systems Analysis (ITAS), Forschungszentrum Karlsruhe.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,342
Soil Organic Carbon _236,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"62 SOIL ORGANIC CARBON ACCUMULATION AND GREENHOUSE GAS EMISSION REDUCTIONS FROM CONSERVATION AGRICULTURE Integrated Crop Management Uphoff N, Kassam A, Harwood R 2010 SRI as a methodology for raising crop and water productivity: productive adaptations in rice agronomy and irrigation water management. Paddy and Water Environment 9: 3-11. Uri ND 2001 The environmental implications of soil erosion in the United States. Environ Monit Assess 66: 293-312. van Kessel C, Farrell RE, Roskoski JP 1994 Recycling of the naturally-occurring 15N in an established stand of Leucaena leucocephala. Soil Biol Biochem 26: 757-62. VandenBygaart AJ, Gregorich EG, Angers DA 2003 Influence of agricultural management on soil organic carbon: a compendium and assessment of Canadian studies. Can J Soil Sci 83: 363-380. VandenBygaart AJ, Yang XM, Kay BD Aspinall JD 2002 Variability in carbon sequestration potential in no-till soil landscapes of southern Ontario. Soil and Tillage Research 65 2: 231-241.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,988
Soil Organic Carbon _237,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"sequestration potential in no-till soil landscapes of southern Ontario. Soil and Tillage Research 65 2: 231-241. Varvel GE 1994 Rotation and nitrogen fertilization effects on changes in soil carbon and nitrogen. Agronomy Journal 86: 319-325. Verhulst N, Govaerts B, Verachtert E, Castellanos-Navarrete A, Mezzalama M, Wall P , Deckers J, Sayre KD 2010 Conservation Agriculture, Improving Soil Quality for Sustainable Production Systems? In: Lal, R., Stewart, B.A. (Eds.), Advances in Soil Science: Food Security and Soil Quality. CRC Press, Boca Raton, FL, USA, pp. 137-208. Vilela L, Martha JGB, Barcellos A, De O Barioni LG 2004 Integração lavoura/pecuària: a sustenibilidade do Cerrado. XXV Congresso de Milho e Sorgo, 29 th Aug - 9th Sep 2004, Cuiabà-MT Brazil. Vinther FP 1992 Measured in simulated denitrification activity in a cropped sandy and loamy soil. Biology and Fertility of Soils 14: 43-78. Vlek PLG, Craswell ET 1981 Ammonia volatilization from flooded soils. Fert Res 2:",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,987
Soil Organic Carbon _238,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"loamy soil. Biology and Fertility of Soils 14: 43-78. Vlek PLG, Craswell ET 1981 Ammonia volatilization from flooded soils. Fert Res 2: 227-45. Wanniarachchi SD, Voroney RP , Vyn TJ, Beyaert RP and MacKenzie AF 1999 Tillage effects on the dynamics of total and corn-residue-derived soil organic matter in two southern Ontario soils. Can J Soil Sci 79: 473-480. West TO, Marland G 2002 A synthesis of carbon sequestration, carbon emissions, and net carbon flux in agriculture: comparing tillage practices in the United States. Agriculture, Ecosystems and Environment 91: 217-232. West TO, Post 2002 Soil Organic Carbon Sequestration Rates by Tillage and Crop Rotation: A Global Data Analysis. Soil Science Society of America Journal 66: 1930-1946. Whitbread AM, Lefroy RDB, Blair GJ 1998 A survey of the impact of cropping on soil physical and chemical properties in north-western New South Wales. Australian Journal of Soil Research 36: 669-681.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,945
Soil Organic Carbon _239,Soil Health,Soil Organic Carbon Accumulation and Greenhouse Gas Emission Reductions from Conservation Agriculture,"soil physical and chemical properties in north-western New South Wales. Australian Journal of Soil Research 36: 669-681. Wilhelm, Johnson, Karlen, Lightle 2007 Corn Stover to Sustain Soil Organic C Further Constrains Biomass Supply. Agron J 99: 1665-1667. Wilts AR, Reicosky DC, Allmaras RR, Clapp CE 2004 Long-term corn residue effects: Harvest alternatives, soil carbon turnover, and root-derived carbon. Soil Science Society of America Journal. 68: 1342-1351.",FAO,https://www.fao.org/fileadmin/user_upload/agp/icm16.pdf,pdf,24,462
